INPUT,FOUND_BY,DTXSID,PREFERRED_NAME,CASRN,DTXCID,INCHIKEY,IUPAC_NAME,MOLECULAR_FORMULA,AVERAGE_MASS,MONOISOTOPIC_MASS,BIOCONCENTRATION_FACTOR_TEST_PRED,BOILING_POINT_DEGC_TEST_PRED,48HR_DAPHNIA_LC50_MOL/L_TEST_PRED,DENSITY_G/CM^3_TEST_PRED,DEVTOX_TEST_PRED,96HR_FATHEAD_MINNOW_MOL/L_TEST_PRED,FLASH_POINT_DEGC_TEST_PRED,MELTING_POINT_DEGC_TEST_PRED,AMES_MUTAGENICITY_TEST_PRED,ORAL_RAT_LD50_MOL/KG_TEST_PRED,SURFACE_TENSION_DYN/CM_TEST_PRED,THERMAL_CONDUCTIVITY_MW/(M*K)_TEST_PRED,TETRAHYMENA_PYRIFORMIS_IGC50_MOL/L_TEST_PRED,VISCOSITY_CP_CP_TEST_PRED,VAPOR_PRESSURE_MMHG_TEST_PRED,WATER_SOLUBILITY_MOL/L_TEST_PRED,ATMOSPHERIC_HYDROXYLATION_RATE_(AOH)_CM3/MOLECULE*SEC_OPERA_PRED,BIOCONCENTRATION_FACTOR_OPERA_PRED,BIODEGRADATION_HALF_LIFE_DAYS_DAYS_OPERA_PRED,BOILING_POINT_DEGC_OPERA_PRED,HENRYS_LAW_ATM-M3/MOLE_OPERA_PRED,OPERA_KM_DAYS_OPERA_PRED,OCTANOL_AIR_PARTITION_COEFF_LOGKOA_OPERA_PRED,SOIL_ADSORPTION_COEFFICIENT_KOC_L/KG_OPERA_PRED,OCTANOL_WATER_PARTITION_LOGP_OPERA_PRED,MELTING_POINT_DEGC_OPERA_PRED,OPERA_PKAA_OPERA_PRED,OPERA_PKAB_OPERA_PRED,VAPOR_PRESSURE_MMHG_OPERA_PRED,WATER_SOLUBILITY_MOL/L_OPERA_PRED
2642719,CASRN,DTXSID5037498,Azinphos-ethyl,2642-71-9,DTXCID3017498,RQVGAIADHNPSME-UHFFFAOYSA-N,"O,O-Diethyl S-[(4-oxo-1,2,3-benzotriazin-3(4H)-yl)methyl] phosphorodithioate",C12H16N3O3PS2,345.37,345.037070733,12.7644,N/A,1.90985E-8,1.38,0.466,N/A,221.117,84.295,0.833,0.000143219,N/A,N/A,N/A,N/A,7.76247E-9,0.0000184077,1.39248E-11,15.7165,95.7184,335.077,1.83034E-8,0.709963,10.4551,377.881,3.39808,53.0053,N/A,N/A,0.00000239301,0.0000198074
2669321,CASRN,DTXSID6042101,Lythidathion,2669-32-1,DTXCID4022101,FPMIAGPUNXEUCZ-UHFFFAOYSA-N,"S-[(5-Ethoxy-2-oxo-1,3,4-thiadiazol-3(2H)-yl)methyl] O,O-dimethyl phosphorodithioate",C7H13N2O4PS3,316.34,315.977507427,15.8855,N/A,7.21108E-8,1.407,0.356,N/A,173.419,36.523,0.41,0.000164437,N/A,N/A,N/A,N/A,0.00000201837,0.00054325,1.74706E-11,6.73609,128.144,341.133,3.35148E-10,0.176719,9.90057,112.534,1.89715,48.7036,N/A,N/A,0.00000369356,0.00120486
2702729,CASRN,DTXSID4027496,"2,4-D sodium salt",2702-72-9,DTXCID607496,RFOHRSIAXQACDB-UHFFFAOYSA-M,"Sodium (2,4-dichlorophenoxy)acetate",C8H5Cl2NaO3,243.01,241.9513437,2.98538,311.414,0.000213796,1.495,0.523,0.000100925,167.361,130.964,0.031,0.00207491,45.206,142.278,0.000111173,19.0985,0.0000109901,0.0020893,8.50675E-12,3.33894,3.54877,300.498,2.95974E-9,0.214166,8.64937,45.9586,-1.25065,139.035,N/A,N/A,2.88557E-7,0.00684596
2758421,CASRN,DTXSID7034547,"Dimethylamine 4-(2,4-dichlorophenoxy)butyrate",2758-42-1,DTXCID5014547,KEIXJOCOXNOKHI-UHFFFAOYSA-N,"4-(2,4-Dichlorophenoxy)butanoic acid--N-methylmethanamine (1/1)",C12H17Cl2NO3,294.17,293.0585488,15.5597,330.59,0.0000758578,1.397,0.701,0.0000338065,176.943,127.695,0.07,0.00278612,43.636,140.231,0.0000355631,18.7932,0.0000110408,0.000257632,1.32421E-11,3.46699,3.53939,324.304,1.46881E-9,0.0874687,8.52581,280.599,1.37763,88.2144,N/A,N/A,4.29731E-7,0.000627691
2921882,CASRN,DTXSID4020458,Chlorpyrifos,2921-88-2,DTXCID80458,SBPBAQFWLVIOKP-UHFFFAOYSA-N,"O,O-Diethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",C9H11Cl3NO3PS,350.57,348.9262845,380.189,N/A,8.29851E-9,1.486,0.595,8.09096E-7,179.494,44.557,-0.097,0.000304789,N/A,N/A,N/A,N/A,0.0000308319,0.00000236048,1.4823E-11,1515.77,4.74463,364.076,0.00000291816,5.88563,10.5681,5000.97,4.95863,41.9988,N/A,N/A,0.0000203147,0.00000329321
3244904,CASRN,DTXSID6032510,Aspon,3244-90-4,DTXCID4012510,IIDFEIDMIKSJSV-UHFFFAOYSA-N,"O,O,O,O-Tetrapropyl dithiodiphosphate",C12H28O5P2S2,378.42,378.085340346,N/A,N/A,2.38781E-10,1.206,N/A,0.00000421696,N/A,-34.462,0.339,0.000150314,N/A,N/A,N/A,N/A,0.000170608,0.000044157,1.80144E-11,28.4918,48.2687,392.839,0.0000014995,2.83285,11.7228,2180.96,3.71695,50.7908,N/A,N/A,0.0000196881,0.0000792125
3254635,CASRN,DTXSID00863137,Dimethyl p-(methylthio)phenyl phosphate,3254-63-5,DTXCID30811803,BUDNNLHZOCBLAU-UHFFFAOYSA-N,Dimethyl 4-(methylsulfanyl)phenyl phosphate,C9H13O4PS,248.23,248.027217071,32.8095,292.424,1.08893E-7,1.22,0.806,0.000010666,155.982,20.086,0.479,0.000052723,N/A,N/A,0.00159221,N/A,0.000025704,0.00547016,1.69616E-11,1.76916,3.67964,316.597,1.94694E-7,0.478117,8.20837,258.41,2.31554,60.399,N/A,N/A,0.0000640667,0.000334132
3383968,CASRN,DTXSID1032484,Temephos,3383-96-8,DTXCID9012484,WWJZWCUNLNYYAU-UHFFFAOYSA-N,"O,O,O',O'-Tetramethyl O,O'-[sulfanediyldi(4,1-phenylene)] bis(phosphorothioate)",C16H20O6P2S3,466.46,465.989725882,N/A,N/A,N/A,1.387,N/A,0.0000025293,236.421,13.32,0.485,0.000635331,N/A,N/A,N/A,N/A,N/A,8.29851E-7,2.33554E-11,64.7444,12.9114,457.31,0.00000363683,0.914422,11.6779,99859,5.95756,30.0044,N/A,N/A,1.65463E-8,8.98005E-8
3547339,CASRN,DTXSID6032516,2-Hydroxyethyl octyl sulfide,3547-33-9,DTXCID4012516,KXPXKNBDCUOENF-UHFFFAOYSA-N,2-(Octylsulfanyl)ethan-1-ol,C10H22OS,190.35,190.139136502,105.682,265.463,0.0000990832,0.914,0.456,0.0000105682,134.971,11.275,0.029,0.0246604,30.963,147.217,N/A,10.4232,0.000638263,0.00127938,3.49313E-11,61.9431,3.44009,257.474,0.0000130811,0.28975,8.66163,866.536,3.64275,-0.0646884,N/A,N/A,0.000592652,0.0357925
3572063,CASRN,DTXSID2035481,4-(p-Hydroxyphenyl)-2-butanone acetate,3572-06-3,DTXCID0015481,UMIKWXDGXDJQJK-UHFFFAOYSA-N,4-(3-Oxobutyl)phenyl acetate,C12H14O3,206.241,206.094294311,6.72977,282.992,0.000162181,1.072,0.619,0.0000665273,125.476,44.874,0.041,0.0153815,35.645,138.963,0.000498884,9.48418,0.000698232,0.00485288,2.0534E-11,9.22661,4.50734,291.09,1.93171E-7,0.935289,7.05176,146.97,2.47911,43.1573,N/A,N/A,0.000209525,0.00498477
4301502,CASRN,DTXSID9058103,Fluenethyl,4301-50-2,DTXCID2031871,XAERLJMOUYEBAB-UHFFFAOYSA-N,"2-Fluoroethyl ([1,1'-biphenyl]-4-yl)acetate",C16H15FO2,258.292,258.105607886,121.339,343.16,0.0000105682,1.162,0.598,0.000003155,189.385,89.384,0.795,0.000304789,N/A,143.544,N/A,N/A,0.00000325087,0.00000335738,1.37712E-11,193.958,4.45302,360.957,1.85396E-8,1.11995,8.5671,1028.46,3.70419,61.4745,N/A,N/A,0.00000543554,0.0000146271
4685147,CASRN,DTXSID3034799,Paraquat,4685-14-7,DTXCID1014799,INFDPOAKFNIJBF-UHFFFAOYSA-N,"1,1'-Dimethyl-4,4'-bipyridin-1-ium",C12H14N2,186.257,186.114601299,N/A,N/A,N/A,N/A,0.345,0.000881049,N/A,N/A,N/A,0.00261216,N/A,N/A,N/A,N/A,N/A,N/A,4.22674E-11,1.91512,8.29905,319.52,0.000192882,3.82851,7.43163,1067.05,3.24166,145.857,N/A,N/A,0.000455755,2.76404
5234684,CASRN,DTXSID0023951,Carboxin,5234-68-4,DTXCID003951,GYSSRZJIHXQEHQ-UHFFFAOYSA-N,"2-Methyl-N-phenyl-5,6-dihydro-1,4-oxathiine-3-carboxamide",C12H13NO2S,235.3,235.066699837,6.71429,381.316,0.0000473151,1.254,0.24,0.0000306196,217.237,102.49,0.233,N/A,N/A,144.359,N/A,57.4116,1.06905E-7,0.000304789,1.79808E-11,8.05338,3.165,315.742,3.05944E-8,0.103105,10.6391,256.564,2.14048,91.5922,N/A,N/A,1.50023E-7,0.000698
5598130,CASRN,DTXSID6032352,Chlorpyrifos-methyl,5598-13-0,DTXCID4012352,HRBKVYFZANMGRE-UHFFFAOYSA-N,"O,O-Dimethyl O-(3,5,6-trichloropyridin-2-yl) phosphorothioate",C7H7Cl3NO3PS,322.52,320.8949844,314.051,N/A,1.69434E-8,1.538,0.742,9.57194E-7,168.741,43.396,0.44,0.00155597,N/A,N/A,N/A,N/A,0.0000763836,0.0000044157,2.76025E-11,2298.59,5.6735,347.68,5.914E-7,5.97779,9.57353,3311.53,4.30989,42.9978,N/A,N/A,0.0000420617,0.0000129183
5902512,CASRN,DTXSID8024317,Terbacil,5902-51-2,DTXCID104317,NBQCNZYJJMBDKY-UHFFFAOYSA-N,"3-tert-Butyl-5-chloro-6-methylpyrimidine-2,4(1H,3H)-dione",C9H13ClN2O2,216.67,216.0665554,4.57088,300.294,0.0000445656,1.295,0.982,0.000829851,175.561,155.752,0.196,0.0100231,N/A,N/A,N/A,22.0293,2.02302E-7,0.0038815,1.69143E-11,3.34181,4.30428,277.637,0.00000146499,0.318396,7.51219,45.7517,1.89021,175.849,N/A,N/A,4.75293E-7,0.00330593
6062266,CASRN,DTXSID2034702,MCPB-sodium,6062-26-6,DTXCID0014702,GABUSZPTCJGKGB-UHFFFAOYSA-M,Sodium 4-(4-chloro-2-methylphenoxy)butanoate,C11H12ClNaO3,250.65,250.0372662,13.366,319.19,0.000088308,1.239,0.794,0.000036141,189.059,103.408,0.061,0.0049545,41.129,142.642,0.0000935406,18.8365,0.00000599791,0.000367282,1.49986E-11,3.76278,3.53818,306.117,1.55712E-9,0.0991385,8.89726,534.402,-0.526018,120.449,N/A,N/A,4.36774E-7,0.000945023
6923224,CASRN,DTXSID9034816,Monocrotophos,6923-22-4,DTXCID7014816,KRTSDMXIXPKRQR-AATRIKPKSA-N,Dimethyl (2E)-4-(methylamino)-4-oxobut-2-en-2-yl phosphate,C7H14NO5P,223.165,223.060959553,1.11686,295.471,1.91426E-7,1.184,0.746,0.000521195,137.795,5.614,0.564,0.0000419759,N/A,156.133,0.00498884,13.4896,0.0000572796,0.384592,2.77374E-11,0.922318,4.13837,301.778,2.27778E-10,0.252442,8.5795,1.00779,-0.199428,54.9799,N/A,N/A,0.00000218979,4.17057
6980183,CASRN,DTXSID1040374,Kasugamycin,6980-18-3,DTXCID9020374,PVTHJAPFENJVNC-MHRBZPPQSA-N,"(1S,2R,3S,4R,5S,6S)-2,3,4,5,6-Pentahydroxycyclohexyl 2-amino-4-{[carboxy(imino)methyl]amino}-2,3,4,6-tetradeoxy-alpha-D-arabino-hexopyranoside",C14H25N3O9,379.366,379.159079397,N/A,N/A,N/A,1.704,0.555,N/A,378.325,232.343,0.123,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.39544E-11,3.27874,6.73929,300.237,2.11929E-11,0.143679,9.58241,46.52,-1.75158,171.492,N/A,N/A,2.50865E-11,0.0299209
6988212,CASRN,DTXSID2041886,Dioxacarb,6988-21-2,DTXCID0021886,SDKQRNRRDYRQKY-UHFFFAOYSA-N,"2-(1,3-Dioxolan-2-yl)phenyl methylcarbamate",C11H13NO4,223.228,223.084457903,1.83654,317.626,0.00000682339,1.187,0.796,0.000293765,151.462,100.462,0.754,0.000508159,N/A,N/A,N/A,29.2415,0.00000250611,0.0113501,1.30857E-11,3.7279,4.65617,291.456,1.93543E-9,0.0892522,8.89491,39.9555,0.672203,114.515,N/A,N/A,3.02806E-7,0.0270837
7287196,CASRN,DTXSID4024272,Prometryn,7287-19-6,DTXCID704272,AAEVYOVXGOFMJO-UHFFFAOYSA-N,"6-(Methylsulfanyl)-N~2~,N~4~-di(propan-2-yl)-1,3,5-triazine-2,4-diamine",C10H19N5S,241.36,241.136116806,9.35406,N/A,0.0000486407,1.165,0.57,0.0000410204,186.492,90.639,0.177,0.00758578,N/A,N/A,N/A,N/A,9.59401E-7,0.000322849,1.53821E-11,12.3274,4.74669,338.851,2.31181E-8,0.144942,9.11123,707.421,3.51124,118.767,N/A,N/A,0.00000124348,0.000110677
7632000,CASRN,DTXSID0020941,Sodium nitrite,7632-00-0,DTXCID00941,LPXPTNMVRIOKMN-UHFFFAOYSA-M,Sodium nitrite,NNaO2,68.995,68.98267252,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7700176,CASRN,DTXSID6037514,Crotoxyphos,7700-17-6,DTXCID4017514,XXXSILNSXNPGKG-ZHACJKMWSA-N,1-Phenylethyl (2E)-3-[(dimethoxyphosphoryl)oxy]but-2-enoate,C14H19O6P,314.274,314.09192533,N/A,333.99,4.18794E-8,1.216,0.907,0.0000229615,204.164,-7.822,0.267,0.000176604,34.913,N/A,0.000877001,N/A,0.00000674528,0.00199067,2.80898E-11,2.18678,4.29187,364.487,2.09367E-9,0.593935,9.81216,100.251,3.29821,22.8789,N/A,N/A,0.0000139899,0.00316784
7704349,CASRN,DTXSID9034941,Sulfur,7704-34-9,DTXCID7014941,NINIDFKCEFEMDL-UHFFFAOYSA-N,Sulfur,S,32.06,31.972071174,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7775099,CASRN,DTXSID7026025,Sodium chlorate,7775-09-9,DTXCID206025,YZHUMGUJCQRKBT-UHFFFAOYSA-M,Sodium chlorate,ClNaO3,106.44,105.9433658,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7778441,CASRN,DTXSID6058182,Calcium arsenate,7778-44-1,DTXCID2031950,RMBBSOLAGVEUSI-UHFFFAOYSA-H,Calcium arsorate (3/2),As2Ca3O8,398.069,397.69028,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
7786347,CASRN,DTXSID2032683,Mevinphos,7786-34-7,DTXCID40809716,GEPDYQSQVLXLEU-UHFFFAOYSA-N,Methyl 3-[(dimethoxyphosphoryl)oxy]but-2-enoate,C7H13O6P,224.149,224.044975137,N/A,261.382,1.81134E-7,1.205,0.71,0.00021727,124.132,-3.108,0.408,0.000024322,33.463,N/A,0.00211836,N/A,0.000968278,0.179473,3.77024E-11,0.957636,4.13852,251.137,1.28722E-9,0.30501,6.68338,8.05956,0.129756,17.3728,N/A,N/A,0.00012583,3.17499
8001352,CASRN,DTXSID7021368,Toxaphene,8001-35-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8003347,CASRN,DTXSID8034873,Pyrethrins,8003-34-7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8012699,CASRN,DTXSID1034476,Copper oxychloride sulfate,8012-69-9,DTXCID9014476,VNPNICDXWWVMCP-UHFFFAOYSA-B,Copper(2+) chloride hydroxide sulfate (6/1/9/1),ClCu6H9O13S,665.85,661.522827,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8012951,CASRN,DTXSID3034743,Mineral oil - includes paraffin oil,8012-95-1,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8027007,CASRN,DTXSID9040346,Dilan,8027-00-7,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8029296,CASRN,DTXSID40109107,Bandane,8029-29-6,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8046740,CASRN,DTXSID1057583,"Fatty acids, potassium salts",8046-74-0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8051023,CASRN,DTXSID2034887,Veratrine,8051-02-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8065369,CASRN,DTXSID6040323,Bufencarb,8065-36-9,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
8065483,CASRN,DTXSID5022306,Demeton,8065-48-3,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
9006422,CASRN,DTXSID9034737,Metiram,9006-42-2,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10004441,CASRN,DTXSID3032622,Hymexazol,10004-44-1,DTXCID1012622,KGVPNLBXJKTABS-UHFFFAOYSA-N,"5-Methyl-1,2-oxazol-3(2H)-one",C4H5NO2,99.089,99.032028405,N/A,149.155,N/A,1.276,0.639,N/A,36.844,102.399,0.372,0.00445656,N/A,155.108,N/A,N/A,0.100693,0.0130617,2.72742E-11,1.46093,4.27009,215.029,9.09536E-8,0.288388,4.73187,10.0605,0.455232,86.511,N/A,N/A,0.00139639,0.806696
10028225,CASRN,DTXSID5029712,Ferric sulfate,10028-22-5,DTXCID409712,RUTXIHLAWFEWGM-UHFFFAOYSA-H,Iron(3+) sulfate (2/3),Fe2O12S3,399.86,399.725061,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
10124659,CASRN,DTXSID5027722,Potassium laurate,10124-65-9,DTXCID507722,HIDKSOTTZRMUML-UHFFFAOYSA-M,Potassium dodecanoate,C12H23KO2,238.412,238.13351147,24.1546,301.934,0.0000289734,0.928,0.559,0.00000809096,143.722,42.082,-0.032,0.0399025,28.443,151.413,0.0000590201,12.2744,0.0000353183,0.00011885,1.29456E-11,250.954,5.71329,298.888,2.02665E-7,0.375271,8.65681,1071.85,0.84807,176.367,N/A,N/A,0.0000163955,0.0000242917
10265926,CASRN,DTXSID6024177,Methamidophos,10265-92-6,DTXCID504177,NNKVPIKMPCQWCG-UHFFFAOYSA-N,"O,S-Dimethyl phosphoramidothioate",C2H8NO2PS,141.12,141.001336674,N/A,N/A,0.00000316228,N/A,0.817,N/A,N/A,N/A,0.381,0.000179473,N/A,N/A,N/A,N/A,N/A,1.03753,3.22169E-11,2.42868,4.85615,238.724,2.5538E-7,0.144161,6.35401,5.00138,-0.798736,46.1028,N/A,N/A,0.0000354249,4.12249
10311849,CASRN,DTXSID0037522,Dialifor,10311-84-9,DTXCID8017522,MUMQYXACQUZOFP-UHFFFAOYSA-N,"S-[2-Chloro-1-(1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)ethyl] O,O-diethyl phosphorodithioate",C14H17ClNO4PS2,393.84,393.0025151,14.4212,N/A,6.98232E-8,1.457,0.491,0.00000232809,252.283,85.015,0.716,0.000198153,N/A,N/A,N/A,N/A,1.57036E-7,0.000011272,1.65596E-11,182.991,201.085,419.286,1.40478E-9,3.87339,11.6829,1033.79,4.68931,67.9708,N/A,N/A,6.21713E-8,4.61033E-7
10453868,CASRN,DTXSID7022253,Resmethrin,10453-86-8,DTXCID302253,VEMKTZHHVJILDY-UHFFFAOYSA-N,"(5-Benzylfuran-3-yl)methyl 2,2-dimethyl-3-(2-methylprop-1-en-1-yl)cyclopropane-1-carboxylate",C22H26O3,338.447,338.188194697,443.609,380.147,3.85478E-8,1.109,0.758,3.7325E-8,203.147,48.034,0.403,0.000859014,36.89,N/A,0.00000283139,N/A,4.16869E-8,3.40408E-7,6.35245E-11,499.737,3.34955,362.193,3.25272E-8,1.12054,10.1921,99728,6.13979,44.4208,N/A,N/A,1.13555E-8,2.25867E-7
10605217,CASRN,DTXSID4024729,Carbendazim,10605-21-7,DTXCID004729,TWFZGCMQGLPBSX-UHFFFAOYSA-N,Methyl 1H-benzimidazol-2-ylcarbamate,C9H9N3O2,191.19,191.069476542,1.6293,374.376,0.0000109901,1.364,0.884,0.0000595662,221.411,206.573,0.605,0.00827942,N/A,N/A,N/A,N/A,1.1695E-8,0.000907821,1.06126E-11,2.51113,4.46684,275.321,1.40402E-9,0.119114,8.41489,223.839,1.51897,210.789,N/A,N/A,7.58902E-10,0.0000799406
11141176,CASRN,DTXSID0037497,Azadirachtin,11141-17-6,DTXCID8017497,FTNJWQUOZFUQQJ-NDAWSKJSSA-N,"Dimethyl (2aR,3S,4S,4aR,5S,7aS,8S,10R,10aS,10bR)-10-(acetyloxy)-3,5-dihydroxy-4-[(1aR,2S,3aS,6aS,7S,7aS)-6a-hydroxy-7a-methyl-3a,6a,7,7a-tetrahydro-2,7-methanofuro[2,3-b]oxireno[e]oxepin-1a(2H)-yl]-4-
methyl-8-{[(2E)-2-methylbut-2-enoyl]oxy}octahydro-1H,7H-naphtho[1,8a-c:4,5-b'c']difuran-5,10a(8H)-dicarboxylate",C35H44O16,720.721,720.262935337,N/A,691.604,0.00000338844,1.591,N/A,N/A,410.011,232.164,0.267,0.0000452898,N/A,N/A,N/A,N/A,5.98412E-15,0.0005188,N/A,N/A,136.253,459.092,N/A,N/A,9.52564,N/A,N/A,156.503,N/A,N/A,6.72951E-11,N/A
12427382,CASRN,DTXSID9020794,Maneb,12427-38-2,DTXCID70794,YKSNLCVSTHTHJA-UHFFFAOYSA-L,"[{2-[(Sulfanylcarbonothioyl)amino]ethyl}carbamodithioato(2-)-kappa~2~S,S']manganese (non-preferred name)",C4H6MnN2S4,265.28,264.879427,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.581,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.49621E-11,6.59369,23.6227,358.212,1.46302E-10,0.118048,7.93926,508.346,-2.70445,207.044,N/A,N/A,0.00000191741,0.772498
12771685,CASRN,DTXSID2034338,Ancymidol,12771-68-5,DTXCID0014338,HUTDUHSNJYTCAR-UHFFFAOYSA-N,Cyclopropyl(4-methoxyphenyl)(pyrimidin-5-yl)methanol,C15H16N2O2,256.305,256.121177763,54.0754,349.211,0.000012331,1.209,0.852,0.0000118577,188.824,108.163,0.624,0.0104472,43.543,139.978,0.000214289,N/A,2.72898E-7,0.000857038,1.75742E-11,18.5221,3.34356,312.859,1.56984E-11,0.481088,10.445,120.221,1.90969,110.618,N/A,N/A,2.00666E-7,0.00249938
13071799,CASRN,DTXSID2022254,Terbufos,13071-79-9,DTXCID702254,XLNZEKHULJKQBA-UHFFFAOYSA-N,"S-[(tert-Butylsulfanyl)methyl] O,O-diethyl phosphorodithioate",C9H21O2PS3,288.42,288.044130436,125.893,N/A,1.2942E-8,1.152,-0.779,0.00000350752,146.141,-17.094,0.005,0.00000578096,N/A,N/A,N/A,N/A,0.000148594,0.0000625173,2.41741E-11,64.5379,347.914,315.357,0.00000463013,1.06163,9.78096,660.363,4.47814,-29.1609,N/A,N/A,0.000317909,0.0000170743
13121705,CASRN,DTXSID1032357,Cyhexatin,13121-70-5,DTXCID9012357,WCMMILVIRZAPLE-UHFFFAOYSA-M,Tricyclohexylstannanol,C18H34OSn,385.179,386.163168,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
13171216,CASRN,DTXSID7021156,Phosphamidon,13171-21-6,DTXCID201156,RGCLLPNLLBQHPF-UHFFFAOYSA-N,3-Chloro-4-(diethylamino)-4-oxobut-2-en-2-yl dimethyl phosphate,C10H19ClNO5P,299.69,299.0689374,2.96483,330.283,1.40281E-7,1.187,0.495,0.000103514,164.846,-2.322,0.231,0.0000562341,N/A,154.757,0.00301301,11.272,0.0000139637,0.00439542,1.84193E-11,1.34892,4.13848,322.999,1.22754E-9,0.394692,9.78149,7.11083,0.79,-44.9256,N/A,N/A,0.0000165844,3.30755
